HEADER
FILENAME:      /command72.fbd
DATE:          17.8.2022
DATASET-NAME:  DISP    
DATASET-ENTITY:ALL     
--------------------------------------------------------

TIME INCREMENT / NODE
              ;            18 ;            19 ;            20 ;            21 ;            22 
 1.637970e+002 ;  1.043205e+000 ;  1.048223e+000 ;  2.225626e-003 ;  1.043013e+000 ;  1.042565e+000 
 2.384860e+002 ;  4.522480e-002 ;  4.577265e-002 ;  5.539836e-003 ;  4.523685e-002 ;  4.526584e-002 
 2.936330e+002 ;  3.314106e-001 ;  3.309672e-001 ;  2.195610e+000 ;  3.294999e-001 ;  3.296514e-001 
 4.222530e+002 ;  8.591305e-002 ;  1.050144e-001 ;  2.665474e-002 ;  1.006024e-001 ;  8.279642e-002 
 4.225690e+002 ;  1.002941e-001 ;  8.116855e-002 ;  2.625432e-002 ;  8.495431e-002 ;  9.949397e-002 
 7.387310e+002 ;  1.208865e+000 ;  1.647162e+000 ;  7.984934e-002 ;  1.598052e+000 ;  1.239056e+000 
 7.407390e+002 ;  1.617237e+000 ;  1.226658e+000 ;  6.898463e-002 ;  1.227966e+000 ;  1.616748e+000 
 7.718890e+002 ;  1.097430e-001 ;  1.008316e-001 ;  2.142951e+000 ;  4.438522e-002 ;  6.959574e-002 
 8.402130e+002 ;  6.867840e-002 ;  5.636737e-002 ;  4.773159e-003 ;  7.386117e-002 ;  5.340183e-002 
