HEADER
FILENAME:      /command50.fbd
DATE:          17.8.2022
DATASET-NAME:  DISP    
DATASET-ENTITY:ALL     
--------------------------------------------------------

TIME INCREMENT / NODE
              ;            18 ;            19 ;            20 ;            21 ;            22 
 1.633450e+002 ;  1.042437e+000 ;  1.040010e+000 ;  1.383183e-002 ;  1.041270e+000 ;  1.085261e+000 
 2.378950e+002 ;  4.514036e-002 ;  4.618769e-002 ;  2.673064e-002 ;  4.521738e-002 ;  6.249572e-002 
 2.925010e+002 ;  3.208539e-001 ;  3.348251e-001 ;  2.193410e+000 ;  3.275866e-001 ;  4.042976e-001 
 4.213680e+002 ;  1.191561e-001 ;  4.952808e-002 ;  2.813290e-002 ;  4.955107e-002 ;  1.206367e-001 
 4.217920e+002 ;  5.021169e-002 ;  1.187716e-001 ;  2.914957e-002 ;  1.118772e-001 ;  7.242898e-002 
 7.289490e+002 ;  1.647357e+000 ;  9.615017e-001 ;  1.001284e-001 ;  1.069666e+000 ;  2.162650e+000 
 7.392190e+002 ;  1.030331e+000 ;  1.745205e+000 ;  7.040137e-002 ;  1.740016e+000 ;  1.087485e+000 
 7.697750e+002 ;  1.999181e-001 ;  3.069860e-002 ;  2.128533e+000 ;  1.279612e-001 ;  3.889465e-002 
 8.372620e+002 ;  1.723874e-001 ;  1.629740e-001 ;  6.084926e-002 ;  5.785055e-002 ;  1.183391e-001 
