HEADER
FILENAME:      /command79.fbd
DATE:          17.8.2022
DATASET-NAME:  DISP    
DATASET-ENTITY:ALL     
--------------------------------------------------------

TIME INCREMENT / NODE
              ;            18 ;            19 ;            20 ;            21 ;            22 
 1.636550e+002 ;  1.042514e+000 ;  1.043172e+000 ;  2.243301e-003 ;  1.045447e+000 ;  1.041844e+000 
 2.383480e+002 ;  4.521648e-002 ;  4.521252e-002 ;  3.666070e-003 ;  4.573947e-002 ;  4.525797e-002 
 2.930830e+002 ;  3.280431e-001 ;  3.282628e-001 ;  2.192790e+000 ;  3.667457e-001 ;  3.277385e-001 
 4.213220e+002 ;  5.043476e-002 ;  1.248117e-001 ;  3.337627e-002 ;  1.677064e-001 ;  4.931000e-002 
 4.223840e+002 ;  1.203748e-001 ;  4.957920e-002 ;  2.616735e-002 ;  4.967251e-002 ;  1.201389e-001 
 7.370480e+002 ;  1.219423e-001 ;  1.990272e+000 ;  1.084628e-001 ;  2.185014e+000 ;  6.447430e-002 
 7.393510e+002 ;  2.023090e+000 ;  9.245997e-002 ;  6.914737e-002 ;  9.871779e-002 ;  2.027192e+000 
 7.711070e+002 ;  9.705608e-002 ;  6.931656e-003 ;  2.146702e+000 ;  1.056864e-001 ;  9.372446e-002 
 8.402330e+002 ;  5.953928e-002 ;  5.389057e-002 ;  2.440641e-003 ;  5.374008e-002 ;  5.830760e-002 
