0.00000000E+000,-7.14076691E+001,0.00000000E+000
2.50000000E+000,-1.84766150E+000,3.08008041E+001
5.00000000E+000,1.14761598E-001,4.76973867E+000
7.50000000E+000,-1.78057766E+000,5.33750391E+000
1.00000000E+001,5.58855236E-001,2.83306479E+000
1.25000000E+001,-8.68370011E-003,-2.54117348E-003
1.50000000E+001,6.92681134E-001,-2.10368305E-001
1.75000000E+001,1.47276330E+000,-5.90750742E+000
2.00000000E+001,-6.99290228E+000,-7.77802896E+000
2.25000000E+001,-9.03533077E+000,-1.39125037E+000
2.50000000E+001,-7.22881556E+000,2.77009189E-001
2.75000000E+001,-6.73985052E+000,8.10768008E-001
3.00000000E+001,-6.15195417E+000,1.18814003E+000
3.25000000E+001,-5.75300217E+000,1.31284940E+000
3.50000000E+001,-5.33028412E+000,1.32780480E+000
3.75000000E+001,-5.09074020E+000,1.37388301E+000
4.00000000E+001,-4.89927101E+000,1.52776647E+000
4.25000000E+001,-4.58260393E+000,1.60310626E+000
4.50000000E+001,-4.33757639E+000,1.72625589E+000
4.75000000E+001,-4.04466438E+000,1.64437819E+000
5.00000000E+001,-3.90987754E+000,1.58192754E+000
5.25000000E+001,-3.80842495E+000,1.47194397E+000
5.50000000E+001,-3.76994896E+000,1.45628512E+000
5.75000000E+001,-3.63195729E+000,1.40288949E+000
6.00000000E+001,-3.54842901E+000,1.24281693E+000
6.25000000E+001,-3.55341959E+000,1.23820782E+000
6.50000000E+001,-3.42036271E+000,1.21036100E+000
6.75000000E+001,-3.35721326E+000,1.18985331E+000
7.00000000E+001,-3.22782373E+000,1.12938929E+000
7.25000000E+001,-3.26260591E+000,1.03905714E+000
7.50000000E+001,-3.26008630E+000,1.04919791E+000
7.75000000E+001,-3.22980332E+000,9.87134933E-001
8.00000000E+001,-3.22815466E+000,9.30921376E-001
8.25000000E+001,-3.18909669E+000,8.43922198E-001
8.50000000E+001,-3.19926667E+000,7.61057079E-001
8.75000000E+001,-3.18503714E+000,7.51918912E-001
9.00000000E+001,-3.13706493E+000,7.33352065E-001
9.25000000E+001,-3.12313294E+000,7.24128187E-001
9.50000000E+001,-3.07204604E+000,7.22842872E-001
9.75000000E+001,-3.09894729E+000,6.65913224E-001
1.00000000E+002,-3.12320614E+000,6.89401507E-001
1.02500000E+002,-3.15288973E+000,6.68598533E-001
1.05000000E+002,-3.16708040E+000,6.79565847E-001
1.07500000E+002,-3.13817692E+000,6.49666846E-001
1.10000000E+002,-3.12930083E+000,6.11952245E-001
1.12500000E+002,-3.12375951E+000,5.73411822E-001
1.15000000E+002,-3.10759664E+000,5.93973696E-001
1.17500000E+002,-3.06719780E+000,5.83036721E-001
1.20000000E+002,-3.07767057E+000,6.07548654E-001
1.22500000E+002,-3.01941991E+000,6.54493630E-001
1.25000000E+002,-3.00365305E+000,6.20611012E-001
1.27500000E+002,-3.02217269E+000,6.28189504E-001
1.30000000E+002,-2.99684381E+000,6.26795411E-001
1.32500000E+002,-2.97692776E+000,6.10839188E-001
1.35000000E+002,-2.95218754E+000,5.78545809E-001
1.37500000E+002,-2.92111635E+000,5.82130194E-001
1.40000000E+002,-2.87002707E+000,5.40105104E-001
1.42500000E+002,-2.86870480E+000,5.36659062E-001
1.45000000E+002,-2.80752063E+000,5.65467656E-001
1.47500000E+002,-2.75225854E+000,5.15859485E-001
1.50000000E+002,-2.75659776E+000,5.55689096E-001
1.52500000E+002,-2.58274150E+000,5.06548166E-001
1.55000000E+002,-2.64792299E+000,5.44675469E-001
1.57500000E+002,-1.67338586E+000,4.07735854E-001
1.60000000E+002,-2.64525962E+000,-1.65484464E+000
1.62500000E+002,-4.23468590E+000,8.35622922E-002
1.65000000E+002,-3.15041327E+000,5.47944129E-001
1.67500000E+002,-3.16616654E+000,3.45322102E-001
1.70000000E+002,-3.04925656E+000,4.92915511E-001
1.72500000E+002,-2.94831681E+000,4.25325960E-001
1.75000000E+002,-2.95426559E+000,4.10132766E-001
1.77500000E+002,-2.92178965E+000,4.31569934E-001
1.80000000E+002,-2.91697812E+000,3.82557601E-001
1.82500000E+002,-2.92315841E+000,4.35879499E-001
1.85000000E+002,-2.84096527E+000,4.21888947E-001
1.87500000E+002,-2.81440210E+000,3.92058671E-001
1.90000000E+002,-2.78398228E+000,3.76924574E-001
1.92500000E+002,-2.77658463E+000,3.54860485E-001
1.95000000E+002,-2.77221680E+000,3.94429028E-001
1.97500000E+002,-2.71066332E+000,4.03512269E-001
2.00000000E+002,-2.69655061E+000,3.78821969E-001
2.02500000E+002,-2.68980885E+000,3.94692421E-001
2.05000000E+002,-2.67641711E+000,3.88265699E-001
2.07500000E+002,-2.65250564E+000,3.93172204E-001
2.10000000E+002,-2.62026978E+000,3.96597624E-001
2.12500000E+002,-2.57804608E+000,3.99475127E-001
2.15000000E+002,-2.53562546E+000,4.15083379E-001
2.17500000E+002,-2.47616363E+000,3.97186637E-001
2.20000000E+002,-2.45593023E+000,4.09704834E-001
2.22500000E+002,-2.37847161E+000,3.93558472E-001
2.25000000E+002,-2.43527246E+000,3.68808359E-001
2.27500000E+002,-2.35807371E+000,4.89477277E-001
2.30000000E+002,-2.30261755E+000,3.69422197E-001
2.32500000E+002,-2.43289828E+000,7.15403080E-001
2.35000000E+002,-1.56186748E+000,7.02680290E-001
2.37500000E+002,-1.85026073E+000,-1.10569568E-002
2.40000000E+002,-1.95367122E+000,3.14519316E-001
2.42500000E+002,-1.79243851E+000,1.52028486E-001
2.45000000E+002,-1.89698648E+000,2.90327728E-001
2.47500000E+002,-1.57306767E+000,2.99207777E-001
2.50000000E+002,-1.66183352E+000,1.66613087E-001
2.52500000E+002,-1.42630255E+000,4.17307675E-001
2.55000000E+002,-1.20094204E+000,1.09447636E-001
2.57500000E+002,-1.26112711E+000,3.45398754E-001
2.60000000E+002,-5.89443803E-001,2.33878866E-001
2.62500000E+002,-8.14790428E-001,1.18470378E-002
2.65000000E+002,2.02148482E-002,6.14264727E-001
2.67500000E+002,5.52393258E-001,-4.19706762E-001
2.70000000E+002,6.68756366E-001,7.97972023E-001
2.72500000E+002,4.00383091E+000,-5.26784182E-001
2.75000000E+002,2.36391187E+000,-6.18248820E-001
2.77500000E+002,1.80169621E+001,1.81609634E-002
2.80000000E+002,9.04704380E+000,-3.98654633E+001
2.82500000E+002,-3.14458618E+001,-1.36184483E+001
2.85000000E+002,-1.09705181E+001,2.71359181E+000
2.87500000E+002,-9.66757202E+000,-2.10506749E+000
2.90000000E+002,-8.07381153E+000,1.02661014E+000
2.92500000E+002,-6.19986868E+000,-4.21936184E-001
2.95000000E+002,-6.58127832E+000,2.35337153E-001
2.97500000E+002,-5.22270536E+000,3.35122406E-001
3.00000000E+002,-5.38336086E+000,-2.35744603E-002
3.02500000E+002,-4.93246841E+000,4.83698964E-001
3.05000000E+002,-4.60030556E+000,7.01405108E-002
3.07500000E+002,-4.71914577E+000,2.90279478E-001
3.10000000E+002,-4.27887154E+000,2.86971301E-001
3.12500000E+002,-4.33805752E+000,1.59484386E-001
3.15000000E+002,-4.13488054E+000,3.39202613E-001
3.17500000E+002,-3.99880934E+000,1.63604155E-001
3.20000000E+002,-3.99213004E+000,2.59756237E-001
3.22500000E+002,-3.79920197E+000,2.28527576E-001
3.25000000E+002,-3.83334827E+000,1.82123020E-001
3.27500000E+002,-3.73197913E+000,2.84889430E-001
3.30000000E+002,-3.66534781E+000,1.82070851E-001
3.32500000E+002,-3.67494226E+000,2.50243068E-001
3.35000000E+002,-3.52993894E+000,2.36086875E-001
3.37500000E+002,-3.54421830E+000,1.95225537E-001
3.40000000E+002,-3.43920922E+000,2.31956512E-001
3.42500000E+002,-3.40392637E+000,1.66290581E-001
3.45000000E+002,-3.37858629E+000,2.45250225E-001
3.47500000E+002,-3.27029967E+000,2.11018384E-001
3.50000000E+002,-3.28494906E+000,2.12297350E-001
3.52500000E+002,-3.20836091E+000,2.40871444E-001
3.55000000E+002,-3.20803642E+000,1.83686689E-001
3.57500000E+002,-3.19685555E+000,2.67298043E-001
3.60000000E+002,-3.09938502E+000,2.20922619E-001
3.62500000E+002,-3.11487961E+000,2.22042665E-001
3.65000000E+002,-3.00982618E+000,2.52210796E-001
3.67500000E+002,-2.97397017E+000,1.83094755E-001
3.70000000E+002,-2.94368553E+000,2.40955010E-001
3.72500000E+002,-2.84379911E+000,1.94296688E-001
3.75000000E+002,-2.85166574E+000,2.18525231E-001
3.77500000E+002,-2.73701978E+000,2.30369180E-001
3.80000000E+002,-2.73625708E+000,1.97118238E-001
3.82500000E+002,-2.63184571E+000,2.69182056E-001
3.85000000E+002,-2.53911591E+000,1.64585531E-001
3.87500000E+002,-2.54666734E+000,2.57996768E-001
3.90000000E+002,-2.25165343E+000,2.15769276E-001
3.92500000E+002,-2.33794451E+000,1.34693325E-001
3.95000000E+002,-1.97329736E+000,3.79801750E-001
3.97500000E+002,-1.78826964E+000,-3.84244956E-002
4.00000000E+002,-1.72666013E+000,4.75911319E-001
4.02500000E+002,-4.78593528E-001,-1.05045356E-001
4.05000000E+002,-1.22550011E+000,5.07003330E-002
4.07500000E+002,4.99506044E+000,1.05038688E-001
4.10000000E+002,1.76873967E-001,-1.45775805E+001
4.12500000E+002,-1.28214226E+001,-2.92449880E+000
4.15000000E+002,-4.65852499E+000,8.31499040E-001
4.17500000E+002,-5.13137865E+000,-7.92443633E-001
4.20000000E+002,-4.37644339E+000,4.02660936E-001
4.22500000E+002,-3.86472988E+000,-1.97142318E-001
4.25000000E+002,-3.95707130E+000,1.42774850E-001
4.27500000E+002,-3.45957732E+000,1.06748365E-001
4.30000000E+002,-3.58492517E+000,5.26843313E-003
4.32500000E+002,-3.37551880E+000,1.88368008E-001
4.35000000E+002,-3.28882933E+000,3.83963957E-002
4.37500000E+002,-3.28382659E+000,1.53499812E-001
4.40000000E+002,-3.10174441E+000,1.08745225E-001
4.42500000E+002,-3.13037419E+000,7.80554861E-002
4.45000000E+002,-3.01799369E+000,1.77365646E-001
4.47500000E+002,-2.92363191E+000,9.76998955E-002
4.50000000E+002,-2.92150903E+000,1.16401948E-001
4.52500000E+002,-2.83979082E+000,1.19695485E-001
4.55000000E+002,-2.84091926E+000,1.07430488E-001
4.57500000E+002,-2.77720141E+000,1.70332760E-001
4.60000000E+002,-2.71170354E+000,1.16914064E-001
4.62500000E+002,-2.70996904E+000,1.45013809E-001
4.65000000E+002,-2.60593200E+000,1.42815754E-001
4.67500000E+002,-2.58967185E+000,1.04217410E-001
4.70000000E+002,-2.53529143E+000,1.25044480E-001
4.72500000E+002,-2.48645687E+000,9.44777504E-002
4.75000000E+002,-2.47186852E+000,1.20581061E-001
4.77500000E+002,-2.38860917E+000,1.18099079E-001
4.80000000E+002,-2.38302970E+000,9.92670208E-002
4.82500000E+002,-2.33009791E+000,1.37009740E-001
4.85000000E+002,-2.28121257E+000,9.29238200E-002
4.87500000E+002,-2.27913475E+000,1.17872342E-001
4.90000000E+002,-2.19779849E+000,1.28294304E-001
4.92500000E+002,-2.16475725E+000,9.81929451E-002
4.95000000E+002,-2.10755062E+000,1.19655378E-001
4.97500000E+002,-2.06620789E+000,8.76756907E-002
5.00000000E+002,-2.03748012E+000,1.12657711E-001
5.02500000E+002,-1.95767462E+000,1.10744223E-001
5.05000000E+002,-1.94707465E+000,8.80930722E-002
5.07500000E+002,-1.88431334E+000,1.24969423E-001
5.10000000E+002,-1.82587278E+000,9.27343518E-002
5.12500000E+002,-1.80171287E+000,9.62355658E-002
5.15000000E+002,-1.72343576E+000,9.62622091E-002
5.17500000E+002,-1.69196618E+000,7.41179660E-002
5.20000000E+002,-1.63192689E+000,1.00348391E-001
5.22500000E+002,-1.56130648E+000,6.96522221E-002
5.25000000E+002,-1.54142821E+000,9.30809230E-002
5.27500000E+002,-1.44245470E+000,1.10022031E-001
5.30000000E+002,-1.40387762E+000,8.86642039E-002
5.32500000E+002,-1.32855463E+000,1.22102171E-001
5.35000000E+002,-1.24499130E+000,8.18282738E-002
5.37500000E+002,-1.21072781E+000,9.07067060E-002
5.40000000E+002,-1.10693073E+000,9.96443555E-002
5.42500000E+002,-1.03695130E+000,7.67343417E-002
5.45000000E+002,-9.45290625E-001,7.75857270E-002
5.47500000E+002,-8.67339432E-001,2.28053760E-002
5.50000000E+002,-8.44319224E-001,3.55754159E-002
5.52500000E+002,-7.30565488E-001,4.90553230E-002
5.55000000E+002,-6.81128740E-001,1.74230002E-002
5.57500000E+002,-5.93913376E-001,5.84831685E-002
5.60000000E+002,-5.01767039E-001,1.07416874E-002
5.62500000E+002,-4.58558708E-001,5.04256189E-002
5.65000000E+002,-2.96960026E-001,5.30560203E-002
5.67500000E+002,-2.42796093E-001,2.45824992E-003
5.70000000E+002,-1.27462193E-001,6.26375973E-002
5.72500000E+002,1.33848209E-002,-4.32611583E-003
5.75000000E+002,6.58389255E-002,1.54915955E-002
5.77500000E+002,2.36298218E-001,2.24141367E-002
5.80000000E+002,3.07689160E-001,-2.46863402E-002
5.82500000E+002,4.45608586E-001,3.84152830E-002
5.85000000E+002,6.05190217E-001,-3.09520960E-002
5.87500000E+002,6.70446277E-001,-1.26772537E-003
5.90000000E+002,8.95426154E-001,1.80258956E-002
5.92500000E+002,9.93453145E-001,-5.68648987E-002
5.95000000E+002,1.15456653E+000,2.70583816E-002
5.97500000E+002,1.36686754E+000,-5.81941381E-002
6.00000000E+002,1.45628357E+000,-2.58762799E-002
6.02500000E+002,1.75145543E+000,-1.86571740E-002
6.05000000E+002,1.85908830E+000,-1.18515573E-001
6.07500000E+002,2.07467222E+000,-7.54259853E-003
6.10000000E+002,2.35854697E+000,-1.19626872E-001
6.12500000E+002,2.47873211E+000,-6.24326505E-002
6.15000000E+002,2.87334347E+000,-5.32284603E-002
6.17500000E+002,3.01322508E+000,-1.82276979E-001
6.20000000E+002,3.32565856E+000,-2.01667920E-002
6.22500000E+002,3.68375611E+000,-2.03340009E-001
6.25000000E+002,3.81902719E+000,-1.23736821E-001
6.27500000E+002,4.34505367E+000,-1.20548993E-001
6.30000000E+002,4.52735519E+000,-2.60651171E-001
6.32500000E+002,4.99803686E+000,-3.26473713E-002
6.35000000E+002,5.53456497E+000,-3.35736483E-001
6.37500000E+002,5.73883152E+000,-1.84450909E-001
6.40000000E+002,6.59805536E+000,-2.04634205E-001
6.42500000E+002,6.83984756E+000,-4.91398573E-001
6.45000000E+002,7.50488281E+000,-8.68575275E-002
6.47500000E+002,8.37059021E+000,-4.98799175E-001
6.50000000E+002,8.74959660E+000,-3.08607340E-001
6.52500000E+002,1.00328369E+001,-3.79524827E-001
6.55000000E+002,1.05035439E+001,-7.19132423E-001
6.57500000E+002,1.18076134E+001,-2.93798536E-001
6.60000000E+002,1.30389462E+001,-1.09798443E+000
6.62500000E+002,1.37941313E+001,-5.52280605E-001
6.65000000E+002,1.63434048E+001,-8.62391651E-001
6.67500000E+002,1.71208344E+001,-1.45465350E+000
6.70000000E+002,1.99007797E+001,-5.69311857E-001
6.72500000E+002,2.24377613E+001,-2.34127474E+000
6.75000000E+002,2.44946442E+001,-1.12930870E+000
6.77500000E+002,3.06837730E+001,-2.56137538E+000
6.80000000E+002,3.26545868E+001,-4.06927919E+000
6.82500000E+002,4.19995346E+001,-2.32952476E+000
6.85000000E+002,5.02980347E+001,-1.00945559E+001
6.87500000E+002,6.02750168E+001,-6.48722839E+000
6.90000000E+002,9.00384064E+001,-2.23867397E+001
6.92500000E+002,1.05543343E+002,-3.37388992E+001
6.95000000E+002,2.19173065E+002,-1.04696594E+002
6.97500000E+002,8.53853989E+001,-3.98604095E+002
