HEADER
FILENAME:      /command23.fbd
DATE:          17.8.2022
DATASET-NAME:  DISP    
DATASET-ENTITY:ALL     
--------------------------------------------------------

TIME INCREMENT / NODE
              ;            18 ;            19 ;            20 ;            21 ;            22 
 1.637470e+002 ;  1.045664e+000 ;  1.043374e+000 ;  1.064961e-003 ;  1.043044e+000 ;  1.043293e+000 
 2.385560e+002 ;  4.525948e-002 ;  4.524649e-002 ;  5.640089e-004 ;  4.526701e-002 ;  4.525713e-002 
 2.936850e+002 ;  3.296613e-001 ;  3.306590e-001 ;  2.196430e+000 ;  3.305311e-001 ;  3.300690e-001 
 4.224470e+002 ;  1.199641e-001 ;  4.968583e-002 ;  2.619010e-002 ;  4.956789e-002 ;  1.211642e-001 
 4.225570e+002 ;  4.962010e-002 ;  1.220137e-001 ;  2.626877e-002 ;  1.218594e-001 ;  4.965656e-002 
 7.404310e+002 ;  1.970256e+000 ;  5.129728e-001 ;  6.911422e-002 ;  5.107280e-001 ;  1.962130e+000 
 7.406280e+002 ;  5.133584e-001 ;  1.964321e+000 ;  6.899672e-002 ;  1.965161e+000 ;  5.119103e-001 
 7.721830e+002 ;  7.848512e-002 ;  8.594186e-002 ;  2.141940e+000 ;  8.080339e-002 ;  8.615444e-002 
 8.410780e+002 ;  5.363092e-002 ;  5.365298e-002 ;  1.498720e-003 ;  5.363901e-002 ;  5.361948e-002 
